idx,Month,DayofMonth,DayOfWeek,UniqueCarrier,Origin,Dest,Distance,Hour,Minute,IsWeekend
9291,1,20,4,UA,DAY,ORD,240.0,12,19,0
9292,12,8,5,WN,MDW,LAS,1521.0,12,15,0
9293,2,9,3,WN,FLL,MCO,178.0,11,40,0
9294,5,1,7,WN,HOU,JAN,359.0,15,40,1
9295,11,15,3,AA,DFW,IAD,1172.0,14,3,0
9296,1,31,1,XE,AEX,IAH,190.0,5,54,0
9297,6,25,6,WN,TPA,FLL,197.0,10,20,1
9298,10,5,3,WN,BDL,MDW,777.0,19,50,0
9299,11,16,4,AA,LAX,MIA,2342.0,22,40,0
9300,7,11,2,YV,PHX,TUS,110.0,11,58,0
9301,4,25,1,OH,LGA,JAX,834.0,20,10,0
9302,8,20,7,CO,HNL,IAH,3904.0,21,7,1
9303,7,23,7,AA,LGA,DFW,1389.0,12,55,1
9304,5,13,6,MQ,DFW,XNA,281.0,15,51,1
9305,10,21,6,UA,LAX,SMF,373.0,22,25,1
9306,11,11,5,MQ,TYS,ORD,475.0,10,33,0
9307,8,5,5,TZ,DEN,MDW,895.0,13,10,0
9308,12,17,7,DL,CVG,SLC,1449.0,20,37,1
9309,10,6,5,OH,BNA,CVG,230.0,8,0,0
9310,8,10,4,DL,SLC,SAN,626.0,15,32,0
9311,3,8,3,AA,JFK,SJU,1597.0,7,12,0
9312,9,17,6,OH,HTS,CVG,123.0,6,55,1
9313,9,22,5,OO,PIH,SLC,150.0,9,36,0
9314,2,4,6,AA,PDX,ORD,1739.0,8,48,1
9315,9,19,2,MQ,SPS,DFW,113.0,15,54,0
9316,8,6,7,WN,BWI,PHX,1999.0,8,15,1
9317,2,7,2,FL,MDW,ATL,590.0,12,39,0
9318,5,31,3,OO,FAR,DEN,627.0,18,46,0
9319,8,4,4,MQ,DFW,LAW,140.0,13,51,0
9320,12,17,6,AA,SJU,MCO,1189.0,9,56,1
9321,2,5,6,XE,BUF,CLE,192.0,7,0,1
9322,2,11,6,DL,HSV,ATL,151.0,15,5,1
9323,4,1,5,MQ,RDU,EWR,416.0,9,15,0
9324,5,9,2,EV,CRW,ATL,363.0,6,0,0
9325,3,19,7,MQ,DFW,XNA,281.0,19,20,1
9326,7,2,6,HP,LAS,SEA,866.0,23,59,1
9327,7,9,7,AQ,OGG,HNL,100.0,13,22,1
9328,10,31,1,EV,AVL,ATL,164.0,10,50,0
9329,4,3,7,US,MCO,PHL,861.0,12,27,1
9330,7,7,5,DL,PHL,ATL,665.0,7,25,0
9331,12,9,5,XE,BDL,CLE,475.0,6,10,0
9332,8,9,2,DL,LGA,BOS,185.0,18,28,0
9333,3,7,1,AA,MCI,DFW,460.0,7,55,0
9334,6,25,7,AA,SNA,ORD,1726.0,16,5,1
9335,9,30,6,XE,LGA,CLE,418.0,10,1,1
9336,4,27,3,NW,MKE,MEM,556.0,6,30,0
9337,2,21,2,UA,IAD,BOS,413.0,9,52,0
9338,8,5,6,MQ,RDU,LGA,431.0,18,38,1
9339,6,14,2,EV,CVG,MOB,611.0,17,5,0
9340,10,30,1,F9,SFO,LAX,337.0,18,47,0
9341,7,6,4,XE,RDU,EWR,416.0,12,37,0
9342,8,26,5,MQ,ORD,PIA,130.0,11,45,0
9343,9,25,7,US,CLT,MCI,809.0,12,44,1
9344,2,15,2,XE,IAH,RIC,1157.0,13,12,0
9345,11,7,1,XE,IAH,GPT,376.0,13,25,0
9346,3,25,6,DL,MCO,BOS,1121.0,14,20,1
9347,7,15,5,WN,SMF,ONT,389.0,16,30,0
9348,3,7,2,UA,MCI,ORD,403.0,6,32,0
9349,11,3,5,WN,LAS,PDX,762.0,7,58,0
9350,2,18,5,DL,PIT,ATL,526.0,12,37,0
9351,11,10,5,XE,IAH,IND,845.0,15,48,0
9352,6,23,5,EV,PNS,ATL,272.0,14,15,0
9353,8,2,3,DL,ORD,ATL,606.0,17,42,0
9354,1,21,5,DL,SLC,DFW,988.0,8,23,0
9355,7,6,3,EV,CVG,SHV,686.0,16,15,0
9356,6,26,7,OH,CVG,JAX,614.0,19,19,1
9357,5,4,3,UA,PHL,ORD,678.0,18,20,0
9358,11,19,7,AA,TPA,ORD,1012.0,16,33,1
9359,5,7,6,MQ,CLE,LGA,418.0,14,35,1
9360,7,6,4,AS,OAK,PDX,543.0,7,12,0
9361,11,30,4,NW,DTW,SEA,1927.0,12,20,0
9362,2,2,4,WN,PHX,MCI,1044.0,20,30,0
9363,3,13,1,MQ,DFW,LAW,140.0,20,19,0
9364,1,8,6,US,MCO,PHL,861.0,12,0,1
9365,7,1,6,AA,SEA,ORD,1721.0,14,50,1
9366,1,3,2,AA,DFW,JFK,1391.0,12,40,0
9367,5,1,1,AA,ORD,RNO,1671.0,9,33,0
9368,4,10,7,UA,ORD,DFW,802.0,9,50,1
9369,6,14,3,AA,DFW,DCA,1192.0,8,13,0
9370,1,24,2,UA,BWI,SFO,2457.0,6,53,0
9371,1,15,7,MQ,FAT,LAX,209.0,18,30,1
9372,2,3,5,OO,PDX,RDM,116.0,21,41,0
9373,9,12,1,AS,SFO,SEA,679.0,17,38,0
9374,5,27,6,OO,SFO,SNA,372.0,10,48,1
9375,7,31,7,NW,STL,MSP,449.0,16,8,1
9376,10,1,6,US,BDL,CLT,644.0,9,28,1
9377,9,15,5,NW,CMH,DTW,155.0,8,2,0
9378,11,13,7,UA,DEN,PDX,992.0,8,32,1
9379,11,4,6,OH,MEM,CVG,403.0,10,5,1
9380,8,20,6,XE,IAH,ICT,542.0,17,52,1
9381,7,27,3,CO,IAH,DTW,1076.0,19,14,0
9382,2,22,3,OH,CVG,DEN,1069.0,9,0,0
9383,7,22,5,CO,GPT,IAH,376.0,6,43,0
9384,7,13,3,WN,MDW,BNA,395.0,13,43,0
9385,1,16,1,US,PHX,ORD,1440.0,9,48,0
9386,6,12,1,FL,IND,ATL,432.0,19,56,0
9387,11,6,7,OO,SBA,SFO,262.0,21,14,1
9388,5,5,4,WN,SDF,BWI,495.0,7,35,0
9389,7,22,5,EV,GPT,ATL,352.0,10,44,0
9390,3,15,2,OO,BZN,DEN,525.0,6,4,0
9391,1,26,4,WN,SAN,PHX,304.0,14,35,0
9392,12,12,1,WN,PHX,SJC,621.0,14,40,0
9393,11,27,1,YV,IAD,DAB,703.0,19,24,0
9394,8,19,5,MQ,DFW,LIT,304.0,16,31,0
9395,4,23,7,WN,OAK,RNO,180.0,20,43,1
9396,5,7,7,OO,ORD,ICT,588.0,19,56,1
9397,6,17,6,AA,SEA,DFW,1660.0,11,55,1
9398,2,7,1,FL,PIT,ATL,526.0,10,9,0
9399,2,4,5,UA,IAD,DEN,1452.0,5,56,0
9400,3,12,7,MQ,GRK,DFW,134.0,14,44,1
9401,8,21,1,DL,TPA,LGA,1011.0,18,18,0
9402,9,16,6,WN,RNO,LAS,345.0,16,17,1
9403,7,24,7,AA,ORD,DCA,612.0,17,27,1
9404,5,21,6,DL,DEN,ATL,1199.0,10,50,1
9405,1,9,1,WN,ABQ,SAN,628.0,13,22,0
9406,7,16,7,AA,BWI,ORD,622.0,13,31,1
9407,1,28,6,HA,HNL,LIH,102.0,8,37,1
9408,8,24,4,XE,IAH,MGM,554.0,15,35,0
9409,3,11,5,AA,ABQ,DFW,569.0,6,56,0
9410,6,21,3,UA,DEN,OAK,957.0,21,16,0
9411,4,2,6,WN,LAS,TUS,365.0,20,5,1
9412,4,23,6,OH,CVG,MEM,403.0,19,5,1
9413,7,2,6,UA,DEN,JAC,406.0,14,24,1
9414,9,13,2,DL,ATL,BDL,859.0,10,14,0
9415,8,6,6,DL,LGA,ATL,761.0,11,56,1
9416,4,24,1,WN,DEN,MDW,895.0,20,5,0
9417,11,8,3,OH,ORD,CVG,264.0,6,10,0
9418,2,2,3,CO,IAH,MCO,853.0,8,56,0
9419,2,21,2,CO,SFO,IAH,1635.0,10,50,0
9420,5,12,4,AA,DFW,STL,551.0,15,16,0
9421,10,11,2,AA,AUS,DFW,190.0,8,27,0
9422,5,24,3,FL,GPT,ATL,352.0,13,31,0
9423,5,31,3,AA,MSP,DFW,852.0,13,40,0
9424,9,21,4,MQ,DFW,CLE,1021.0,12,42,0
9425,4,1,5,UA,SAN,SFO,447.0,15,3,0
9426,4,28,5,WN,SMF,SAN,480.0,8,35,0
9427,11,26,6,WN,BHM,TPA,460.0,18,46,1
9428,8,6,6,OO,HLN,SLC,402.0,20,19,1
9429,1,2,1,MQ,SFO,SNA,372.0,19,19,0
9430,7,1,5,NW,PIT,DTW,201.0,6,39,0
9431,4,25,1,OO,SFO,SBA,262.0,20,15,0
9432,12,17,7,UA,HNL,SFO,2398.0,13,28,1
9433,5,15,1,WN,MDW,CLE,307.0,10,25,0
9434,9,4,7,NW,ORD,MSP,334.0,8,54,1
9435,2,22,2,UA,IAD,PDX,2327.0,17,37,0
9436,7,18,2,YV,AVP,ORD,631.0,6,54,0
9437,9,15,4,MQ,ORD,CVG,264.0,16,28,0
9438,4,14,4,WN,SAT,LAS,1069.0,9,45,0
9439,12,17,6,CO,EWR,MCO,938.0,7,46,1
9440,4,25,1,AA,ORD,PVD,849.0,13,19,0
9441,7,29,6,NW,DTW,ORD,235.0,21,51,1
9442,9,12,1,WN,STL,PHX,1262.0,16,45,0
9443,9,26,2,UA,ORD,ROC,528.0,13,48,0
9444,4,1,6,UA,FLL,ORD,1182.0,19,2,1
9445,6,4,7,YV,CAE,IAD,401.0,6,0,1
9446,8,18,5,UA,SAN,DEN,853.0,6,22,0
9447,10,16,1,NW,MSP,SLC,991.0,9,27,0
9448,1,9,1,WN,OAK,LAS,407.0,15,35,0
9449,5,12,5,WN,OAK,BUR,325.0,8,35,0
9450,5,25,4,UA,SFO,IAH,1635.0,10,42,0
9451,10,8,7,YV,CLT,BWI,361.0,13,18,1
9452,12,12,1,UA,DEN,SLC,391.0,8,28,0
9453,6,30,5,WN,ALB,BWI,288.0,8,57,0
9454,4,30,7,OO,ORD,MBS,222.0,15,10,1
9455,4,16,6,NW,BNA,DTW,457.0,6,28,1
9456,2,11,5,CO,RSW,EWR,1068.0,12,8,0
9457,7,22,6,YV,ASE,DEN,125.0,18,12,1
9458,1,6,5,FL,ATL,RIC,481.0,18,19,0
9459,1,3,1,XE,CLE,PHL,363.0,11,20,0
9460,10,11,2,DL,ATL,MIA,595.0,11,58,0
9461,10,10,2,XE,CLE,RIC,362.0,19,2,0
9462,11,18,5,WN,FLL,MDW,1166.0,8,20,0
9463,12,17,6,OH,CVG,BGR,906.0,15,3,1
9464,7,17,7,OO,TUS,LAX,451.0,19,40,1
9465,1,1,7,DL,DAB,ATL,366.0,13,0,1
9466,11,28,2,DL,ATL,CMH,446.0,16,3,0
9467,5,26,4,OO,SFO,EUG,451.0,22,16,0
9468,5,7,6,AA,DFW,LAX,1235.0,15,10,1
9469,11,16,4,YV,ORD,GRR,137.0,21,13,0
9470,10,30,7,NW,IAH,DTW,1076.0,16,10,1
9471,11,12,7,AA,DFW,SFO,1464.0,20,32,1
9472,5,22,7,AS,SEA,ONT,956.0,13,3,1
9473,11,17,4,AA,DFW,DCA,1192.0,15,42,0
9474,10,28,5,OH,CVG,TYS,226.0,12,49,0
9475,12,10,7,YV,HNL,KOA,163.0,15,23,1
9476,5,28,7,UA,ORD,LAS,1515.0,20,8,1
9477,4,17,1,MQ,DFW,SPS,113.0,9,37,0
9478,1,17,1,OH,MEM,CVG,403.0,7,20,0
9479,2,4,6,FL,ATL,RDU,356.0,8,0,1
9480,11,18,5,WN,SAN,OAK,446.0,12,25,0
9481,12,12,2,AS,SAN,SEA,1050.0,15,13,0
9482,10,11,2,WN,ONT,PHX,325.0,12,50,0
9483,3,22,2,HA,HNL,LIH,102.0,8,2,0
9484,4,3,7,US,PHL,IAH,1324.0,9,50,1
9485,1,4,3,NW,DTW,DEN,1123.0,19,42,0
9486,11,24,4,OO,ORD,TVC,224.0,9,21,0
9487,1,24,1,MQ,LGA,DCA,214.0,17,38,0
9488,3,5,7,MQ,JFK,RDU,426.0,8,44,1
9489,6,11,6,OO,RDD,SFO,199.0,17,41,1
9490,3,8,3,FL,ATL,BUF,712.0,14,12,0
9491,4,26,2,OH,MIA,CVG,948.0,16,50,0
9492,8,7,7,OH,CVG,CAK,214.0,22,43,1
9493,11,16,3,WN,SAN,TUS,367.0,8,25,0
9494,12,15,5,AA,IAH,DFW,224.0,6,9,0
9495,2,24,4,B6,IAD,SMF,2358.0,20,55,0
9496,9,21,3,AA,EWR,MIA,1086.0,18,19,0
9497,2,27,7,AA,ORD,LAS,1515.0,23,36,1
9498,2,11,5,OO,DEN,ELP,563.0,20,21,0
9499,7,12,3,AS,SEA,SNA,978.0,18,19,0
9500,7,9,6,DH,BUF,IAD,284.0,10,25,1
9501,6,1,3,WN,CMH,MDW,284.0,19,30,0
9502,8,12,6,DL,SEA,SLC,689.0,13,38,1
9503,1,30,1,WN,SMF,ONT,389.0,17,40,0
9504,6,28,2,XE,STL,IAH,668.0,10,13,0
9505,3,26,7,MQ,ORD,LSE,215.0,9,54,1
9506,12,4,7,OO,ELP,DEN,563.0,12,52,1
9507,8,19,5,F9,BNA,DEN,1013.0,18,37,0
9508,9,17,6,WN,BWI,MCO,787.0,13,55,1
9509,3,12,6,HP,LAS,OAK,407.0,15,53,1
9510,6,20,1,CO,LAX,EWR,2454.0,6,54,0
9511,5,24,2,DH,MHT,IAD,418.0,18,8,0
9512,10,2,1,AA,LAX,JFK,2475.0,14,15,0
9513,2,6,7,DH,IAD,IND,476.0,20,59,1
9514,1,13,4,AA,DFW,SLC,988.0,14,22,0
9515,9,2,6,OO,ORD,AUS,978.0,17,32,1
9516,12,3,6,AA,DFW,ICT,328.0,14,38,1
9517,9,4,1,EV,ATL,FSD,954.0,10,20,0
9518,11,19,6,OH,BTV,BOS,181.0,18,2,1
9519,3,10,4,DH,TYS,MCO,532.0,19,19,0
9520,11,15,3,XE,IAH,TYS,772.0,17,31,0
9521,1,7,5,WN,BUR,SJC,296.0,21,18,0
9522,12,4,7,XE,CLE,DAY,162.0,18,22,1
9523,5,18,3,US,DFW,PHL,1302.0,17,31,0
9524,9,6,3,UA,IAD,SFO,2419.0,8,38,0
9525,3,11,5,DH,CLT,IAD,321.0,8,37,0
9526,3,16,4,XE,IAH,GPT,376.0,15,54,0
9527,12,3,6,AA,RDU,ORD,647.0,8,2,1
9528,5,4,3,B6,FLL,JFK,1069.0,17,25,0
9529,4,15,6,US,FLL,BOS,1237.0,19,4,1
9530,4,14,5,NW,DCA,DTW,405.0,6,26,0
9531,11,30,4,FL,MDW,MSP,349.0,9,33,0
9532,4,5,2,OH,DCA,LEX,414.0,20,59,0
9533,3,3,5,UA,DEN,OAK,957.0,11,26,0
9534,3,17,4,CO,EWR,FLL,1065.0,9,16,0
9535,2,26,6,XE,PIT,IAH,1117.0,11,12,1
9536,10,18,3,OO,SBP,SFO,191.0,19,41,0
9537,4,21,5,YV,IAD,JFK,228.0,22,10,0
9538,3,20,1,WN,ELP,ABQ,223.0,7,25,0
9539,4,6,3,WN,SNA,SMF,404.0,20,40,0
9540,2,17,4,XE,IAH,SDF,788.0,10,53,0
9541,3,13,1,YV,LEX,CLT,282.0,5,25,0
9542,7,12,2,XE,IAH,ORF,1201.0,13,1,0
9543,2,21,2,YV,GSO,IAD,239.0,19,19,0
9544,6,21,3,HA,KOA,HNL,163.0,14,54,0
9545,6,30,4,WN,ONT,SMF,389.0,14,12,0
9546,3,31,5,AA,SAN,ORD,1723.0,7,50,0
9547,2,9,4,FL,BWI,DAY,406.0,10,47,0
9548,8,8,1,AA,DFW,BHM,597.0,19,39,0
9549,7,25,2,US,PHL,MCO,861.0,17,36,0
9550,5,17,2,WN,HOU,CRP,187.0,20,45,0
9551,8,9,3,AA,IAH,ORD,925.0,18,1,0
9552,10,25,2,OO,SLC,XNA,1004.0,16,32,0
9553,9,27,3,US,PHX,LAS,256.0,18,20,0
9554,8,22,2,MQ,FWA,ORD,157.0,16,45,0
9555,7,29,5,WN,LAX,MSY,1671.0,12,25,0
9556,7,14,4,AA,ORD,SNA,1726.0,12,10,0
9557,1,19,3,XE,MAF,IAH,429.0,13,24,0
9558,8,14,1,DL,BWI,ATL,576.0,6,32,0
9559,8,27,7,WN,SEA,SJC,697.0,18,24,1
9560,6,5,1,DL,ATL,CHS,259.0,16,54,0
9561,12,28,3,HP,PHX,MKE,1460.0,19,18,0
9562,10,5,3,XE,PIT,EWR,319.0,6,37,0
9563,4,8,6,HA,HNL,OGG,100.0,13,54,1
9564,1,12,3,AS,SEA,DCA,2329.0,13,10,0
9565,5,28,6,CO,IAH,ABQ,744.0,9,8,1
9566,5,25,3,DH,IAD,ALB,325.0,21,47,0
9567,1,18,3,OO,DRO,DEN,251.0,6,22,0
9568,6,3,6,DL,SNA,ATL,1919.0,8,50,1
9569,9,5,1,B6,OAK,JFK,2576.0,8,50,0
9570,12,20,3,XE,EWR,CAE,602.0,8,54,0
9571,8,27,6,AA,DFW,TUS,813.0,10,35,1
9572,8,25,5,XE,BUF,EWR,282.0,12,32,0
9573,10,27,5,UA,LAX,HNL,2556.0,8,54,0
9574,4,2,6,DL,ATL,MCO,403.0,7,9,1
9575,10,13,4,UA,ORD,BWI,622.0,15,24,0
9576,3,27,1,XE,IND,CLE,261.0,13,16,0
9577,5,25,3,WN,TPA,IND,838.0,9,35,0
9578,9,30,5,WN,ISP,MDW,765.0,8,35,0
9579,9,14,3,OO,SLC,SUN,223.0,19,19,0
9580,7,26,2,AA,MIA,IAD,921.0,16,9,0
9581,4,7,4,WN,MCO,FLL,178.0,19,20,0
9582,4,28,4,OH,LIT,CVG,513.0,6,30,0
9583,6,14,3,OO,SAN,LAX,109.0,20,44,0
9584,6,25,6,OH,CVG,MSP,596.0,11,0,1
9585,11,10,4,OO,MSN,ORD,109.0,16,3,0
9586,8,27,7,YV,EUG,PHX,952.0,5,33,1
9587,10,22,7,AA,DTW,ORD,235.0,18,51,1
9588,12,6,3,OO,HLN,SLC,402.0,16,57,0
9589,6,20,2,WN,PHL,OAK,2510.0,17,49,0
9590,6,26,1,AS,SEA,ONT,956.0,21,58,0
9591,3,19,6,CO,BHM,IAH,562.0,6,29,1
9592,3,2,3,DL,LAX,ATL,1946.0,23,30,0
9593,3,16,3,HA,LIH,HNL,102.0,10,53,0
9594,6,26,7,AA,ORD,LGA,733.0,20,0,1
9595,5,26,4,OO,BUR,SFO,326.0,19,23,0
9596,12,29,5,FL,HPN,MCO,972.0,7,59,0
9597,4,1,5,DL,BDL,FLL,1173.0,6,56,0
9598,8,17,3,HP,CMH,PHX,1671.0,8,0,0
9599,3,18,5,DL,PNS,ATL,272.0,9,12,0
9600,6,18,6,WN,SJC,SEA,697.0,13,15,1
9601,4,29,6,DL,ATL,CHS,259.0,13,57,1
9602,8,27,6,MQ,SJT,DFW,228.0,11,26,1
9603,6,10,6,CO,CLE,IAH,1091.0,17,47,1
9604,12,17,7,AA,SEA,STL,1710.0,13,13,1
9605,6,11,7,NW,MSP,MCI,393.0,11,15,1
9606,4,7,5,UA,IAD,DEN,1452.0,17,43,0
9607,6,8,4,UA,DEN,MIA,1709.0,18,31,0
9608,10,20,4,WN,PHX,LAS,256.0,13,7,0
9609,8,30,2,OO,LAX,MRY,267.0,7,10,0
9610,9,15,5,NW,FAI,MSP,2466.0,8,59,0
9611,12,3,7,AA,MIA,RDU,700.0,21,27,1
9612,3,13,7,US,RIC,PHL,198.0,21,8,1
9613,12,6,2,DH,TYS,IAD,419.0,17,0,0
9614,11,16,3,AA,LGA,BNA,764.0,6,43,0
9615,7,13,4,UA,MSY,DEN,1062.0,6,54,0
9616,7,10,1,OO,SGU,SLC,269.0,9,0,0
9617,8,8,1,OO,HLN,SLC,402.0,20,25,0
9618,4,23,6,WN,PVD,MDW,842.0,17,53,1
9619,11,25,5,AA,STL,DFW,551.0,10,52,0
9620,8,26,5,XE,IAH,STL,668.0,17,20,0
9621,11,23,3,MQ,DFW,LBB,282.0,20,55,0
9622,5,1,1,WN,OAK,BUR,325.0,9,35,0
9623,3,20,7,NW,DTW,MCO,957.0,6,52,1
9624,3,26,6,US,CLT,SAV,213.0,11,13,1
9625,2,14,2,AA,ORF,DFW,1213.0,7,24,0
9626,1,26,3,DL,PNS,ATL,272.0,16,58,0
9627,7,10,1,OH,CHA,CVG,278.0,6,0,0
9628,10,18,2,WN,BNA,HOU,670.0,9,5,0
9629,3,20,7,AA,RDU,ORD,647.0,15,22,1
9630,12,31,7,DL,ATL,ORF,516.0,15,31,1
9631,7,24,1,WN,BNA,MDW,395.0,7,11,0
9632,6,6,1,WN,BUR,LAS,223.0,9,55,0
9633,5,17,3,OO,PDX,EUG,106.0,19,40,0
9634,3,22,2,US,DCA,LGA,214.0,11,57,0
9635,10,21,6,US,ORF,CLT,290.0,6,53,1
9636,11,6,7,AA,MIA,ATL,595.0,18,12,1
9637,4,20,3,DH,RDU,IAD,224.0,18,56,0
9638,10,21,6,UA,DEN,IAD,1452.0,10,15,1
9639,9,13,3,NW,TPA,IND,838.0,18,59,0
9640,5,24,2,WN,ELP,ABQ,223.0,6,35,0
9641,12,10,7,CO,MSY,IAH,305.0,18,48,1
9642,6,14,3,MQ,STL,BOS,1046.0,7,35,0
9643,6,7,2,HP,LAS,SEA,866.0,11,17,0
9644,10,11,2,NW,ORD,DTW,235.0,19,19,0
9645,6,24,5,HA,HNL,OGG,100.0,13,58,0
9646,1,23,7,FL,MDW,ATL,590.0,15,19,1
9647,5,11,3,HA,HNL,KOA,163.0,8,32,0
9648,12,1,4,XE,EWR,RDU,416.0,11,40,0
9649,4,30,6,CO,TPA,CLE,927.0,19,59,1
9650,4,25,2,OO,BTV,ORD,763.0,8,41,0
9651,6,8,3,OH,DTW,CVG,229.0,21,2,0
9652,10,10,1,AA,STL,SNA,1570.0,15,33,0
9653,2,1,3,CO,EWR,FLL,1065.0,7,40,0
9654,2,1,3,OO,LAX,LAS,236.0,13,0,0
9655,4,4,1,WN,PHX,BNA,1448.0,18,5,0
9656,5,17,2,MQ,DFW,CVG,812.0,6,38,0
9657,5,29,7,MQ,JFK,DCA,213.0,9,47,1
9658,6,9,4,AA,DFW,LAX,1235.0,10,3,0
9659,1,2,7,UA,LIH,SFO,2447.0,14,4,1
9660,11,11,5,MQ,CVG,DFW,812.0,7,42,0
9661,1,30,7,US,SAV,CLT,213.0,16,3,1
9662,10,24,2,AA,OAK,DFW,1456.0,6,7,0
9663,3,21,1,AS,LGB,SEA,965.0,10,46,0
9664,3,26,6,WN,LAX,SJC,308.0,8,0,1
9665,2,26,7,MQ,ORD,IAD,589.0,13,24,1
9666,6,20,1,WN,LAS,BUR,223.0,6,30,0
9667,6,11,6,AA,DFW,MIA,1121.0,9,4,1
9668,12,3,6,FL,ATL,BMI,533.0,16,20,1
9669,3,5,7,US,PHX,SNA,338.0,17,40,1
9670,3,24,4,MQ,PIA,ORD,130.0,15,1,0
9671,1,3,2,MQ,LGA,CLE,418.0,16,53,0
9672,3,15,2,NW,MDW,MSP,349.0,17,20,0
9673,10,3,2,FL,CAK,BOS,549.0,6,49,0
9674,10,22,6,WN,BWI,JAN,888.0,10,3,1
9675,3,4,6,XE,IAH,PHX,1009.0,16,10,1
9676,8,3,3,OO,DEN,MTJ,197.0,11,14,0
9677,11,9,4,EV,ATL,MGM,147.0,23,0,0
9678,6,21,3,WN,DAL,SAT,248.0,18,58,0
9679,12,8,5,OO,LAX,TUS,451.0,18,19,0
9680,9,10,6,NW,IAD,MSP,908.0,8,54,1
9681,4,4,1,US,CLT,MYR,156.0,9,36,0
9682,2,25,5,AA,STL,LGA,887.0,18,49,0
9683,6,22,3,WN,LAX,SJC,308.0,15,24,0
9684,12,3,7,AA,DFW,BDL,1471.0,6,33,1
9685,9,23,6,XE,BHM,IAH,562.0,11,42,1
9686,8,20,6,XE,EWR,BGR,393.0,13,27,1
9687,9,6,2,US,PHL,DCA,119.0,8,5,0
9688,12,13,3,AA,DEN,ORD,888.0,8,25,0
9689,6,21,2,DH,BTV,IAD,442.0,5,55,0
9690,5,3,2,NW,MSP,DTW,528.0,6,59,0
9691,8,14,1,AA,ORD,AUS,978.0,10,18,0
9692,6,7,3,US,IAH,PHX,1009.0,20,34,0
9693,11,7,1,B6,EWR,MCO,938.0,11,30,0
9694,7,21,4,WN,TPA,MHT,1204.0,7,30,0
9695,10,14,6,WN,PHX,SAT,843.0,7,28,1
9696,9,25,1,FL,ATL,BOS,946.0,17,53,0
9697,8,2,2,NW,MSP,FCA,1026.0,11,33,0
9698,7,6,3,OO,MRY,SFO,77.0,9,40,0
9699,3,29,2,AA,DFW,MIA,1121.0,6,57,0
9700,12,13,2,AS,ORD,ANC,2846.0,19,23,0
9701,7,16,7,OH,ATL,MSP,906.0,22,24,1
9702,6,24,6,US,SFO,PHX,651.0,6,2,1
9703,5,28,7,XE,TUL,IAH,429.0,13,28,1
9704,9,30,5,AA,MCO,DFW,984.0,19,0,0
9705,4,9,6,AA,LGA,DFW,1389.0,6,50,1
9706,6,22,3,MQ,MIA,CLE,1080.0,11,20,0
9707,7,6,4,F9,OMA,DEN,472.0,13,48,0
9708,10,18,2,DL,ATL,RIC,481.0,16,33,0
9709,3,26,6,DL,BOS,ATL,946.0,19,3,1
9710,1,16,7,AA,BUR,DFW,1231.0,7,47,1
9711,8,19,5,WN,PDX,PHX,1009.0,6,35,0
9712,10,20,4,DL,ATL,BHM,134.0,8,50,0
9713,9,12,2,YV,ORD,ATW,160.0,14,54,0
9714,8,11,4,WN,TPA,BWI,842.0,14,50,0
9715,7,30,7,EV,CAE,ATL,191.0,14,15,1
9716,1,14,6,YV,ORD,MLI,139.0,15,23,1
9717,1,28,6,WN,PHX,SLC,507.0,13,40,1
9718,2,4,5,OH,BOS,DCA,399.0,18,0,0
9719,2,6,1,WN,SJC,SAN,417.0,12,0,0
9720,6,30,5,NW,EWR,MSP,1008.0,8,2,0
9721,11,24,5,XE,IAH,PIT,1117.0,17,16,0
9722,12,22,4,OO,RDM,PDX,116.0,5,56,0
9723,1,10,1,EV,GNV,ATL,300.0,20,20,0
9724,4,22,5,XE,IAH,JAN,351.0,19,20,0
9725,5,9,2,AA,LAX,JFK,2475.0,22,32,0
9726,10,25,3,FL,ATL,HOU,696.0,12,0,0
9727,10,29,6,WN,STL,OMA,342.0,9,10,1
9728,11,9,3,HP,ONT,PHX,325.0,15,43,0
9729,2,24,4,NW,GRR,MSP,408.0,18,31,0
9730,2,25,5,US,MCO,PHL,861.0,12,30,0
9731,1,15,6,AA,JAX,DFW,919.0,10,45,1
9732,11,6,1,F9,DEN,PHX,602.0,12,23,0
9733,1,21,5,HA,HNL,OGG,100.0,16,36,0
9734,7,6,3,MQ,RDU,JFK,426.0,6,55,0
9735,8,13,6,UA,ORD,STT,2116.0,8,31,1
9736,2,20,1,DL,SLC,ANC,2125.0,21,17,0
9737,2,17,5,OH,CLE,CVG,221.0,8,5,0
9738,11,8,3,OH,DSM,CVG,505.0,15,50,0
9739,8,22,1,WN,LAS,LBB,775.0,19,50,0
9740,6,27,2,CO,LGA,IAH,1416.0,11,57,0
9741,4,5,2,AA,DFW,MDW,797.0,6,50,0
9742,1,28,6,MQ,GRK,DFW,134.0,7,41,1
9743,5,4,3,WN,HOU,HRL,276.0,14,20,0
9744,3,4,6,MQ,DFW,PNS,604.0,12,28,1
9745,3,10,4,MQ,HSV,DFW,603.0,13,19,0
9746,8,18,4,WN,HRL,HOU,276.0,12,35,0
9747,11,15,3,DL,DCA,CVG,411.0,11,5,0
9748,8,21,1,FL,MCO,IAD,758.0,16,20,0
9749,2,19,7,OO,ORD,OMA,416.0,8,25,1
9750,3,16,4,WN,ABQ,PHX,328.0,21,48,0
9751,12,29,5,CO,DTW,IAH,1076.0,14,45,0
